origin,destination,sexo,flow
4618401,4623802,hombre,0.25
46207,1208202,hombre,0.25
0302102,46021,hombre,2.25
4625003,03042,hombre,1.778
4624801,4625017,mujer,2.483
03006_AM,46111,mujer,0.5
46194,0305901,mujer,0.25
4622006,46258,mujer,3.75825
4625006,1200901,mujer,1.0
46135,46203_AM,mujer,2.25
0311301,0300904,mujer,0.5
12901,46136,hombre,1.5
4601901,12104,hombre,1.0
46004_AM,0312203,hombre,3.4989999999999997
0300903,46037_AM,hombre,0.75
12901,46105,hombre,0.5
46150_AM,1204003,hombre,0.75
46207,46093,hombre,0.75
12034_AM,4622007,mujer,0.75
4623504,12140_AM,mujer,0.75
4624401,46067_AM,mujer,2.15725
1208402,46054,mujer,0.25
1208403,4625005,mujer,0.25
4613105,4615901,mujer,1.75
4623502,0304102,mujer,2.5
0302101,46213,mujer,0.5
4603101,46039,mujer,0.25
4614702,1204001,mujer,0.75
0304102,46150_AM,hombre,1.5
46194,46055_AM,hombre,1.93125
46136,4620401,hombre,0.25
4625001,0301902,hombre,0.25
4600503,1212601,hombre,0.25
1212601,46022_AM,hombre,1.595
46170,12012_AM,hombre,0.62425
4624402,46181,mujer,2.767
0300908,46207,mujer,1.388
4625013,1203204,hombre,4.32125
1204009,03046,mujer,0.5
46181,4622003_AD,mujer,0.5
12033_AM,46182_AM,mujer,0.25
03123_AM,03011,hombre,1.5
46207,12028,hombre,3.25
46128_AM,03093,hombre,2.02975
12004,12140_AM,hombre,0.25
46200_AM,4624404,hombre,2.5
4613106,03011,hombre,0.5
03105,46013,hombre,1.7462499999999999
1208401,46202,hombre,0.5675
4601702,0301803,mujer,0.5
0300905,03046,mujer,1.25
0305902,0308202,mujer,0.5
1203201,46007_AM,mujer,0.25
46074,46106_AM,mujer,1.25
46163,46015,hombre,1.0
0303104,46173_AM,hombre,0.25
1212603,4603102,hombre,0.75
46217_AM,46213,mujer,1.30275
46190,03064,hombre,0.95425
46199,46258,mujer,0.25
46116,03035_AM,mujer,1.25
03055,0303103,mujer,2.827
4613105,0303103,mujer,1.75
0305003,0309906,mujer,1.0
0309907,4622005_AD,hombre,0.5
0301904,46145,hombre,2.24975
46074,12011_AM,mujer,1.5
0309002,46081,mujer,0.5
12121_AM,46165,mujer,0.75
03056,46110,hombre,0.5
4623503,03140,hombre,1.0
46169,4614701,hombre,5.2095
46173_AM,0309901,hombre,0.5
12033_AM,46111,hombre,1.5535
0306504,4625013,mujer,0.84475
46004_AM,03093,mujer,1.27225
0304901,4614702,mujer,0.5
0300905,46170,mujer,0.75
12106_AM,0309002,mujer,0.5
03901,46136,mujer,0.5
46116,0307903,hombre,1.0
46181,46216,hombre,1.0
46186,03123_AM,hombre,0.25
0304702,46135,hombre,1.75
4600503,0306301,hombre,0.75
0309906,4625007,mujer,1.921
46105,46082,mujer,2.3525
1200902,46202,hombre,0.5675
1204003,46008,mujer,0.5
03094,0309903,mujer,1.7425000000000002
4624404,12072_AM,mujer,0.25
4624402,0306301,hombre,0.25
0306303,03123_AM,hombre,0.5
4625010,0308202,hombre,2.25
4615902,46197_AM,hombre,1.25
0303103,46191,hombre,0.25
03002_AM,0305902,mujer,2.38025
4625019,1208401,mujer,1.84325
03138,4624404,mujer,2.055
0305302,46202,mujer,0.5
46197_AM,4622003_AD,hombre,0.25
46200_AM,4603103,hombre,1.80525
4617102,4613103,hombre,0.5
46011_AM,46074,hombre,1.75
1203202,46122,hombre,0.25
46165,46062,mujer,3.45525
4614702,46073_AM,mujer,0.25
0309905,4613101,mujer,0.25
1200903,0310404,mujer,0.25
0307903,0305904,mujer,0.75
1200903,46060,mujer,1.5
03105,46128_AM,mujer,1.0
1208403,46077,mujer,1.25
46181,46009,hombre,1.0
12124,4625013,hombre,1.5
46051,03095,hombre,1.0
03026_AM,0306503,hombre,2.8282499999999997
0312201,4625007,mujer,1.968
4624802,0301408,hombre,1.15075
12089,1200901,mujer,2.0
0300905,4613103,mujer,1.25
46181,0300906,mujer,5.976
4608304,4624403,mujer,6.49075
0307901,46190,hombre,1.25
46217_AM,0302101,hombre,0.5
46120_AM,1204001,hombre,0.75
46077,4613104,hombre,2.04675
46199,0312101,mujer,0.6535
1204007,46072,mujer,0.742
0300902,0303101,mujer,2.5
4623502,1200903,mujer,0.25
12050_AM,46166,mujer,0.5
4617101,46006,mujer,0.25
0304702,46202,mujer,0.5
0301802,0307902,mujer,1.25
46207,03140,mujer,1.25
46011_AM,0306502,mujer,1.66525
4625014,46118_AM,hombre,2.5
03111,46094,hombre,0.5
46164,03093,hombre,0.75
12080_AM,1200902,hombre,1.0
0306302,46093,hombre,1.75
46183,03042,hombre,1.25
1203203,46205,hombre,8.7625
12072_AM,46205,mujer,6.27225
46110,1204005,mujer,1.4095
46233,46034,mujer,0.25
0306502,46230,mujer,1.25
4615901,4618402,mujer,2.14975
0306301,46135,hombre,0.5
46182_AM,46139,hombre,0.5
46218_AM,46157,hombre,0.75
4624403,1204004,mujer,2.47075
4625006,0306602_AD,hombre,0.64575
4625013,0312201,mujer,1.31825
12028,4617102,mujer,1.75
46122,12085,mujer,0.5
46004_AM,0301406,mujer,0.5
4625014,46197_AM,hombre,0.764
1204009,03046,hombre,0.25
4608303,4625018,hombre,1.5
03005_AM,46007_AM,hombre,0.5
0302101,03013_AM,hombre,0.75
03048,03055,hombre,1.25
4607802,4623803,hombre,1.8090000000000002
03101,4625018,hombre,3.02
46258,46120_AM,hombre,1.5
0300908,03901,hombre,1.25
46048,4625014,hombre,1.0455
4624403,46134,mujer,4.4719999999999995
03013_AM,0301405,mujer,1.6225
46006,4625015,mujer,1.92325
03074_AM,03094,mujer,1.25
0303102,0300903,mujer,3.75
0303102,46032,hombre,0.5
12106_AM,1213501,hombre,3.0
12050_AM,03138,hombre,0.25
4607802,0307903,hombre,1.16575
0301404,4613106,hombre,2.45725
0309001,4617102,mujer,0.5
46110,46006,mujer,0.5
0301403,1213504,mujer,1.0
12138,1208401,mujer,1.25
1203201,4615902,mujer,0.75
0303103,46173_AM,hombre,2.0
0306303,46155_AM,hombre,1.0
46106_AM,1212601,hombre,1.5
0306302,46082,hombre,0.25
12021,4623803,hombre,0.25
03903,03074_AM,hombre,0.25
4625013,03002_AM,hombre,1.0
03118,0307901,hombre,0.25
4625006,12124,mujer,0.802
4625012,0306506,hombre,1.5655
0301406,4625013,hombre,1.6815
46093,46170,mujer,0.5
4622006,03095,mujer,0.5
0312202,4625016,hombre,0.5
4624401,46155_AM,hombre,0.25
0301803,46004_AM,hombre,0.5
46074,12080_AM,hombre,0.25
4608301,12031,hombre,0.5
4625018,12028,hombre,2.384
46203_AM,46182_AM,hombre,0.5
4625014,46200_AM,hombre,2.5625
4623803,03011,hombre,0.916
46032,4601901,mujer,0.5
0309901,0305302,mujer,0.5
1207701,4613104,mujer,0.25
46073_AM,03094,mujer,0.75
0300901,0310203,hombre,1.6520000000000001
03095,4625016,hombre,1.3479999999999999
46216,1212601,hombre,1.75
46200_AM,0304702,hombre,0.5
12028,46035,hombre,2.25
0306301,46016_AM,hombre,1.0
46118_AM,46176,mujer,0.75
03058,46021,mujer,0.7745
46139,4625018,mujer,1.75
0301402,1212601,hombre,0.75
4625012,0305002,hombre,1.25
0300905,03042,hombre,1.5
4625008,0306602_AD,mujer,0.53975
46089_AM,46060,mujer,1.0
1200902,4625018,mujer,0.25
03011,0300907,mujer,0.5
12028,03088,mujer,0.5
0307903,4601705,mujer,0.75
46145,0301502,mujer,0.25
46195_AM,0300908,mujer,2.25
03094,4607802,mujer,1.0
03081,4623502,mujer,0.75
0307902,4624404,mujer,1.5
4600502,03101,hombre,0.5
4625014,4623801,hombre,2.75
4624801,4601701,hombre,0.25
1213502,0301404,mujer,1.75275
03140,4622006,hombre,1.527
1204009,0310404,hombre,0.896
0300904,4625010,mujer,2.472
03095,0300903,mujer,0.75
46139,46166,mujer,0.5
46170,4608302,mujer,1.25
46007_AM,46218_AM,hombre,0.25
1200501,1200902,hombre,2.75
12138,0306302,hombre,0.25
4625015,0300905,hombre,0.75
46032,1212603,hombre,1.5
46261_AM,1203204,hombre,4.531000000000001
1207701,4600502,hombre,1.254
4622007,46260,mujer,2.8975
46179,4613102,mujer,0.75
4601705,03028_AM,mujer,2.1
46127_AM,12021,hombre,0.25
46182_AM,0301408,hombre,1.0
46173_AM,4623501,hombre,0.75
4607801,46155_AM,hombre,3.25
4623504,03042,hombre,1.0
46120_AM,03095,hombre,0.25
03035_AM,46168_AM,mujer,1.31175
4624404,0301401,hombre,2.6297499999999996
0310403,0305901,mujer,1.5
46205,46084_AM,mujer,0.25
46168_AM,0305003,hombre,0.75
4617102,46123,hombre,0.5
46067_AM,46143_AM,hombre,0.25
03056,4608301,hombre,0.25
4625012,1212603,mujer,10.008000000000001
46202,12034_AM,hombre,0.781
46054,03028_AM,hombre,2.136
46169,0305001,mujer,0.81825
46177_AM,12027,mujer,2.25
03006_AM,0306605,mujer,0.25
0309907,0306605,mujer,0.5
4608301,0303102,mujer,0.25
4625003,0305003,mujer,0.25
46199,46212_AM,mujer,1.5
46183,0301401,mujer,0.75
0300901,03069,mujer,1.0
46168_AM,0307102,mujer,1.5
4601705,4624801,hombre,2.25
03055,0303101,hombre,0.75
1212603,46186,hombre,5.09675
0306605,0300902,hombre,1.5
0306501,4625008,hombre,2.21925
4615902,46118_AM,mujer,2.5
4617102,4601703,mujer,0.25
1213504,12034_AM,mujer,3.0
03005_AM,0310202,hombre,0.75
0303101,46218_AM,hombre,0.25
46249,46145,mujer,2.0
0301408,46098,hombre,0.74925
0311901,0304101,mujer,1.8512499999999998
0306505,0304101,hombre,1.2922500000000001
4625006,12117,mujer,0.75
0304101,46213,mujer,0.5
0307102,46062,mujer,0.5
03005_AM,0301801,mujer,0.25
4625017,4624801,mujer,1.6115
0313901,03120,hombre,1.109
46037_AM,0300907,mujer,1.5
4601701,12050_AM,hombre,0.25
0310402,03094,hombre,0.75
1207701,12085,hombre,4.5
12028,4601701,hombre,0.75
46001_AM,1204006,hombre,1.0
0308203,46202,hombre,2.5635
46145,1212603,mujer,0.71625
0306507,46150_AM,mujer,1.30225
46181,0301802,mujer,1.86575
4625005,03120,mujer,0.95575
0309002,03081,hombre,0.5
4625016,03094,hombre,1.25
4608301,12011_AM,hombre,0.5
46123,46228,hombre,0.75
46062,4625011,mujer,5.5635
4622003_AD,0306302,hombre,1.32975
12033_AM,4622005_AD,hombre,3.4290000000000003
1204008,4613107,hombre,0.613
03002_AM,46072,mujer,1.5
0306601,0301502,mujer,1.5
46013,46118_AM,mujer,1.0662500000000001
1208201,4607001,hombre,0.5
46013,46217_AM,hombre,1.18225
1200903,46016_AM,hombre,1.0
1204003,46032,hombre,1.0
03048,46157,hombre,0.74375
4614702,46123,mujer,1.25
1200901,4623503,mujer,0.25
4625005,03107,mujer,0.5
03055,4603103,mujer,0.5
4620401,0306302,hombre,1.0
46102,03123_AM,hombre,0.25
46008,1213503,hombre,0.5
03128,4625018,hombre,0.25
03055,4625018,mujer,0.5
46073_AM,4625006,mujer,2.2415000000000003
12089,4625016,hombre,3.3945000000000003
46060,46195_AM,mujer,2.39975
4625003,0310202,mujer,1.5
03002_AM,46004_AM,mujer,0.75
4607002,1208402,mujer,0.75
46218_AM,1204009,mujer,0.75
4622005_AD,0309001,mujer,0.75
4613106,03048,hombre,1.75
46022_AM,0309905,hombre,0.999
46098,46191,hombre,0.60125
0301404,46237,mujer,0.868
0301402,46216,mujer,0.5325
46097_AM,4618402,hombre,2.3977500000000003
46001_AM,46093,mujer,0.5
03023_AM,03083,mujer,0.5
46006,0305901,mujer,0.75
0300902,03034_AM,hombre,0.25
12012_AM,12053,hombre,3.3977500000000003
4620402,03042,hombre,0.25
12128_AM,4622007,hombre,1.8907500000000002
46186,12902_AM,hombre,1.3025
4618403,46231_AM,mujer,3.75
1203205,46051,mujer,1.0
0303102,4623503,hombre,0.25
46191,12140_AM,hombre,2.25
46110,0311902,hombre,1.6127500000000001
0306503,12901,mujer,0.536
1204007,0301404,hombre,1.208
0301406,12104,mujer,0.72275
1208201,4614701,mujer,0.75
1207701,46111,mujer,1.25
46132,4613102,mujer,0.5
1208401,46194,mujer,0.5
4615901,0310404,hombre,1.5002499999999999
46237,46249,hombre,0.25
46199,46155_AM,hombre,0.25
12140_AM,46045_AM,hombre,1.75
0307102,46223,mujer,0.25
03074_AM,46143_AM,hombre,0.75
0311301,0303103,hombre,1.1925
1212601,46223,hombre,0.75
0301802,46034,hombre,0.25
46194,12140_AM,hombre,1.75
46251_AM,46109,hombre,0.25
46013,12902_AM,hombre,1.5
4601704,0301405,mujer,2.1315
12004,4618402,hombre,0.52875
0304702,0301501,mujer,1.38875
1204004,0300903,mujer,0.75
46105,0310202,mujer,1.25
03128,46136,hombre,1.25
4625017,0301402,hombre,0.25
46060,03069,hombre,2.0
46173_AM,03042,hombre,0.5
4613106,46054,hombre,0.5
4624401,0301404,mujer,2.466
0312201,4613102,hombre,1.565
4623504,03043,mujer,0.5
12033_AM,4617102,mujer,1.25
0308202,46004_AM,mujer,1.0
46123,12106_AM,hombre,0.75
1208202,46164,hombre,2.57475
12004,46109,hombre,1.0
4613102,0306502,hombre,0.98425
46110,0306304,mujer,0.944
4613104,0306501,mujer,2.7872500000000002
46073_AM,4624402,mujer,1.75
12016_AM,46014,mujer,1.0
0313902,03044_AM,hombre,0.75
46045_AM,4607002,hombre,0.598
0304701,0306506,hombre,0.83075
46084_AM,46205,hombre,1.939
46165,1204004,mujer,2.00075
46155_AM,4615901,hombre,2.25
03005_AM,03026_AM,hombre,1.25
03112_AM,0309907,hombre,0.5
46164,0306504,hombre,0.5
0301407,0311302,mujer,1.4705
4601701,0300908,mujer,1.5
03138,46132,mujer,0.25
46058_AM,4600502,mujer,0.25
4623501,03097_AM,mujer,1.5
4603103,03901,hombre,1.5
4613102,12117,hombre,0.83225
46025,46145,hombre,1.66575
46213,46212_AM,mujer,2.5
03089,1208403,mujer,0.25
46128_AM,0306501,mujer,0.5
46084_AM,4623504,mujer,0.75
46109,46156,mujer,2.0
0301903,03012,hombre,1.5
0308202,4624404,hombre,0.5
0309907,46011_AM,hombre,0.25
0304901,03083,hombre,0.25
46255_AM,03097_AM,hombre,1.0
03081,46055_AM,hombre,0.25
46025,46181,hombre,3.6557500000000003
03120,0303103,mujer,0.7625
46016_AM,0306504,hombre,0.92525
03101,46021,hombre,2.9205
46060,46216,mujer,5.03475
03023_AM,0306501,mujer,2.116
46001_AM,46122,mujer,0.5
0313901,03070,mujer,0.75
4624402,4620401,hombre,0.25
0306605,0304901,hombre,0.25
03140,0309903,hombre,1.75
12106_AM,0301401,hombre,0.25
12072_AM,46032,hombre,0.75
46163,46106_AM,hombre,1.25
4620402,0313903,hombre,0.25
46025,46080_AM,mujer,0.75
46156,0306303,mujer,1.6172499999999999
4623501,4614702,mujer,4.03125
4615901,12124,mujer,0.5
0306301,0309904,mujer,0.25
4625014,46034,mujer,1.0
4613102,46260,mujer,0.75
03023_AM,03903,mujer,0.75
0305903,0312201,hombre,1.0
4625003,1200902,hombre,1.75
4625007,1213501,hombre,2.6195
0310202,1212603,mujer,0.77675
4625009,0306507,mujer,2.5890000000000004
12034_AM,46022_AM,mujer,0.5
03069,12140_AM,mujer,0.75
1203205,46197_AM,hombre,0.5
0301406,4624404,hombre,0.25
0311302,0301901,hombre,0.25
46156,0301404,hombre,0.5
03094,0306506,mujer,2.829
46214_AM,03094,hombre,1.88375
46113,4625018,mujer,0.87625
46177_AM,4613105,mujer,0.75
46042,0304102,mujer,1.18225
03035_AM,46055_AM,mujer,1.0
46199,46176,mujer,0.25
12011_AM,46085,mujer,1.0
46230,0300903,mujer,0.5
03011,46178,mujer,0.5
46256,1207701,hombre,1.25
46217_AM,4625005,mujer,1.21275
46016_AM,4620402,hombre,1.7935000000000003
4613102,46237,mujer,1.5
46200_AM,4608303,mujer,0.75
46029,03089,mujer,0.75
03140,46126,hombre,1.5
46194,03035_AM,hombre,0.5
0312203,46109,hombre,0.75
4613103,46202,hombre,2.2897499999999997
12027,1212603,hombre,1.9945
46008,0306303,mujer,0.25
1203205,46172,hombre,0.25
46048,46111,hombre,2.64525
46257,0309907,hombre,0.25
46169,1212603,hombre,1.7429999999999999
46136,1200502,hombre,0.25
4603103,4600501,hombre,1.5
4618402,12021,hombre,0.75
4624404,0303102,hombre,0.5
46214_AM,0300902,hombre,1.10975
0304701,4613103,mujer,1.1440000000000001
46214_AM,0310203,mujer,0.25
4624801,46042,mujer,0.5
46111,12117,mujer,0.5
4620402,1204003,hombre,1.25
03070,0306302,hombre,0.25
0300908,0301502,hombre,1.0
46021,4608301,mujer,2.71875
0310404,46081,mujer,0.75
46166,46191,mujer,0.25
46903,1208403,mujer,0.5
46110,0312202,mujer,0.5
0306604,0303104,hombre,2.92
4613103,46126,hombre,1.0
03123_AM,46035,hombre,1.0
0301902,4601701,hombre,0.75
46200_AM,0307102,hombre,1.0
46042,4613107,hombre,2.5
12031,46194,mujer,0.5
1204006,46080_AM,hombre,0.75
0305001,4625005,hombre,0.5705
0312201,4618401,mujer,1.0115
0306601,0303104,mujer,1.0
4601901,46048,mujer,1.0
12136,4622006,mujer,0.75
0305302,03120,mujer,1.25
46170,4622005_AD,mujer,1.0
0306301,4603103,mujer,1.25
46176,46032,hombre,0.5
12080_AM,1203202,hombre,1.75
03056,4623803,hombre,1.2927499999999998
0310404,03118,mujer,1.0995
12138,4617102,mujer,0.75
0301802,46257,mujer,0.25
12140_AM,12136,mujer,0.75
46037_AM,46135,hombre,1.0
03011,46029,hombre,0.5
03028_AM,4601705,hombre,2.25
4624403,0301407,mujer,0.8965
46256,12072_AM,mujer,1.25
46203_AM,12021,mujer,0.25
1212603,4625008,mujer,3.94325
0303104,46111,hombre,1.0
46195_AM,46015,hombre,0.75
4608304,1200502,hombre,0.5
0306601,4625014,hombre,0.25
4625002,03096,hombre,1.5
46249,0303102,hombre,0.61325
12136,4607001,mujer,0.75
46183,0306502,mujer,0.25
0301401,46212_AM,mujer,0.5
0301406,46186,mujer,0.5
46132,4623802,mujer,1.25
4622006,46173_AM,mujer,0.5
46197_AM,46173_AM,hombre,0.25
46001_AM,1203205,hombre,1.25
1213502,46182_AM,mujer,1.62775
46258,4617102,mujer,2.794
46165,0300905,mujer,0.5
0306601,46055_AM,mujer,0.25
46054,46067_AM,hombre,0.5
0306502,0304702,hombre,8.881499999999999
0301501,46022_AM,mujer,0.595
46127_AM,03111,mujer,0.75
46203_AM,0310201,mujer,0.25
46183,0301903,hombre,0.5
12027,1203203,hombre,2.5
0306602_AD,4625017,hombre,0.25
0305302,0305901,hombre,1.75
46113,0301802,hombre,0.5
0310203,46183,hombre,0.25
0304701,03093,hombre,0.57275
03035_AM,4603102,hombre,0.25
46074,1204003,hombre,0.5
46203_AM,0304102,hombre,0.5
12121_AM,1213501,hombre,1.25
46014,03097_AM,hombre,1.0
4607001,4613102,mujer,3.952
46094,0301803,hombre,1.15375
4622005_AD,0305901,mujer,0.25
0309907,4625010,mujer,0.75
46194,0300907,mujer,0.5
0307903,12117,mujer,0.5
0306602_AD,46173_AM,hombre,0.25
0301902,4625002,hombre,0.5
0309908,4607002,mujer,2.009
0313303,03035_AM,mujer,2.8484999999999996
46029,0301402,hombre,0.754
46165,0306301,mujer,1.75
12901,46145,mujer,1.25
46176,12124,hombre,0.75
4625010,03034_AM,hombre,2.27075
0309902,0309001,hombre,0.5
1207701,0301405,mujer,1.0925
0306301,1207702,hombre,0.71125
46155_AM,46037_AM,mujer,1.25
0301802,12089,mujer,0.5
1213502,4623803,mujer,1.0
46029,46004_AM,mujer,2.18425
03109,46118_AM,mujer,0.25
46202,46045_AM,mujer,0.5
0301402,46013,mujer,1.3935
4625001,0305905,mujer,1.0
46231_AM,4600503,hombre,0.5
12016_AM,46202,hombre,1.631
03070,46102,hombre,0.25
03005_AM,4603102,hombre,0.5
4607002,03123_AM,hombre,0.56875
03042,0309908,mujer,0.25
0306303,0300907,mujer,0.5
46166,46060,mujer,2.0
46085,0310201,mujer,0.25
4614702,1204003,mujer,0.25
0308203,46015,hombre,0.75
46128_AM,0312101,hombre,0.5
46181,0307902,hombre,0.25
1204005,46202,mujer,5.0835
03058,4625006,mujer,0.79175
4625008,0306503,hombre,1.2275
1208401,4607002,mujer,1.9805
46218_AM,0308202,mujer,2.25
4615903,0301406,mujer,0.25
46170,4620401,mujer,0.25
46203_AM,46255_AM,mujer,1.75
46249,46170,hombre,0.25
46257,1208403,hombre,0.25
03023_AM,0303102,hombre,0.75
4625003,46168_AM,hombre,1.4005
4624403,03023_AM,hombre,0.69125
0301502,0313903,mujer,1.83475
46217_AM,03138,mujer,1.0
03055,0308203,mujer,0.25
4613103,0312101,mujer,0.25
12021,46186,mujer,1.25
0313902,03092_AM,hombre,1.0
1213501,46122,hombre,1.25
03042,1207701,hombre,0.25
46072,0307102,hombre,1.0
46073_AM,46150_AM,hombre,0.75
46176,0309905,mujer,1.0
0311902,46173_AM,mujer,0.25
03035_AM,4614702,mujer,0.75
03123_AM,0309903,mujer,1.0
46176,46016_AM,hombre,1.25
03005_AM,46072,hombre,0.25
46143_AM,4614702,hombre,0.86
03028_AM,46257,mujer,0.5
12089,4622003_AD,mujer,1.5
46015,46113,hombre,1.25
1204004,46035,hombre,0.5
4615902,4613101,hombre,0.75
1203202,4614702,hombre,0.75
46145,0307101,mujer,0.75
46194,03058,hombre,0.5
46020,0301401,mujer,3.5842500000000004
46173_AM,0304902,hombre,0.5
4625014,4618403,hombre,0.5
46168_AM,4601703,hombre,0.75
03128,0304901,mujer,0.5
4601701,12011_AM,mujer,1.0
46191,46178,hombre,1.75
46195_AM,46045_AM,hombre,1.25
46042,0307903,hombre,2.0
4624403,1203201,mujer,1.3002500000000001
46055_AM,0312102,mujer,0.25
0306507,46165,mujer,0.75
4601901,46173_AM,hombre,0.75
0309902,03077,hombre,0.5
12124,4625006,hombre,0.75
46230,0312101,hombre,0.5
12072_AM,46207,hombre,0.5
46260,4615902,hombre,3.2407500000000002
12085,4625016,mujer,3.197
0300904,4613105,mujer,0.75
03077,4601701,hombre,0.25
0305001,0310201,hombre,0.5
0310403,0305903,hombre,0.25
0301407,12117,hombre,1.6447500000000002
0309901,03011,mujer,0.75
0306302,03005_AM,mujer,0.75
46007_AM,03023_AM,hombre,0.5
0305904,4601902,hombre,0.75
4622005_AD,0312203,hombre,0.48425
0305002,03901,hombre,0.6485
12901,4624404,mujer,2.5
4624401,12031,mujer,0.25
46145,1204002,mujer,1.25
0312201,12028,hombre,0.5
1212603,46163,hombre,0.25
46166,4601705,hombre,0.75
46111,46211,mujer,1.5
0303103,4601704,mujer,2.83725
46156,4623504,hombre,2.5
0306303,4625019,mujer,0.75
03048,0309907,mujer,0.5
12004,03088,hombre,0.75
46042,46077,hombre,0.25
46218_AM,46155_AM,hombre,0.25
1203203,4624403,hombre,1.298
4625014,03094,mujer,0.982
0309905,0301801,hombre,0.59175
46007_AM,46113,hombre,1.8777499999999998
03002_AM,4625003,mujer,0.25
46258,4623802,hombre,0.5
0301803,03118,mujer,0.98525
12072_AM,46111,mujer,0.59925
46168_AM,03093,hombre,0.6235
46045_AM,4625003,mujer,0.75
1204007,46032,mujer,0.5
4624402,12138,mujer,0.5
46229_AM,1208402,mujer,0.5
46020,4624403,mujer,0.5
46903,0300906,mujer,0.5
46165,0301904,mujer,0.5
03092_AM,0306506,hombre,0.25
4617102,03081,hombre,0.25
03094,46194,hombre,0.66975
4613106,1204007,mujer,0.25
4624403,46183,mujer,0.5
46173_AM,46008,mujer,0.5
0300905,46164,hombre,0.5
03095,12089,hombre,0.5
0304701,46176,hombre,0.5
1208401,46089_AM,hombre,0.75
03138,4620402,hombre,0.25
1213503,4615902,hombre,1.25
46072,46110,hombre,0.71975
4620402,46203_AM,mujer,1.25
4603103,0300906,mujer,0.5
46261_AM,12104,hombre,1.0
4623803,0301802,hombre,0.5
46249,03901,hombre,0.5
4623502,46120_AM,hombre,0.75
46054,46251_AM,hombre,1.061
03026_AM,46015,mujer,0.25
0306304,0309001,mujer,1.0
4625009,46048,mujer,1.2595
46228,1204006,mujer,1.9095
4622007,4613104,mujer,0.25
46223,46195_AM,hombre,0.77875
4613101,46016_AM,mujer,1.75
46001_AM,46203_AM,mujer,0.25
03107,0306502,hombre,1.75
03088,12117,hombre,0.25
03012,0312201,hombre,0.88175
46155_AM,46205,mujer,0.7675
46203_AM,46164,mujer,0.5
4624801,46120_AM,mujer,0.5
0305903,0301403,hombre,2.72625
46136,03128,mujer,0.5
03140,46903,mujer,0.25
46120_AM,0301403,mujer,0.75
0312202,0304101,mujer,1.2037499999999999
12033_AM,46106_AM,mujer,0.75
0301501,46081,hombre,0.25
03055,0300907,hombre,0.25
4622003_AD,12138,mujer,0.25
0306604,46194,mujer,0.5
1207702,03011,hombre,0.5
46218_AM,46111,hombre,0.25
0303102,0300903,hombre,4.0
0309901,0311901,hombre,0.75
0301404,12033_AM,hombre,0.25
46128_AM,46084_AM,mujer,0.5
46011_AM,1208201,mujer,0.5
0301405,4613101,mujer,0.25
46048,4607002,mujer,0.5
03074_AM,0300902,hombre,1.25
46255_AM,0300905,hombre,1.25
4607002,46037_AM,mujer,0.25
46211,1208202,hombre,1.25
46055_AM,4625014,hombre,0.75
12027,4623501,hombre,0.75
0306302,03112_AM,hombre,2.75
4625003,0301407,hombre,3.4612499999999997
4623803,46120_AM,mujer,1.5
1213504,4603103,mujer,1.0
0306501,12031,hombre,0.75
4624801,46170,hombre,0.5
4613102,03123_AM,hombre,0.742
46176,46183,hombre,0.25
46105,0300902,hombre,0.25
46037_AM,0303102,hombre,1.0
1200901,46169,hombre,1.75
46218_AM,0300904,mujer,0.25
4623504,1212601,mujer,0.25
03109,4613104,mujer,0.25
4608304,46116,mujer,2.64725
0312202,46150_AM,mujer,0.5
46164,1204003,hombre,0.5
0305002,0310401,hombre,0.25
4624404,0309908,hombre,1.446
0310203,0300902,hombre,0.25
4613103,0301402,hombre,0.9645
46111,03044_AM,hombre,0.7315
46081,0309908,mujer,0.75
4623801,1204007,mujer,0.25
1212601,46260,mujer,1.0
0306602_AD,03112_AM,mujer,1.57925
4625018,1204006,mujer,6.177249999999999
0310404,0304101,hombre,1.75
46089_AM,4624802,hombre,0.75
12140_AM,03069,hombre,0.25
4625019,03012,mujer,0.73825
12016_AM,46116,mujer,0.75
12004,1212601,mujer,1.5
4603103,1204008,mujer,0.25
46199,4613104,mujer,0.75
4601704,4615901,hombre,0.25
0300905,03105,hombre,0.25
4625005,0300904,hombre,0.25
46102,1200501,hombre,0.5
12080_AM,46123,hombre,0.72925
46097_AM,03011,mujer,0.75
0307101,4625014,mujer,1.48925
03056,46060,hombre,1.25
0301803,46156,hombre,0.5
03002_AM,0305902,hombre,1.0
03023_AM,12128_AM,hombre,0.5
0301803,46025,mujer,0.75
0300907,46132,mujer,1.25
46132,03083,hombre,1.0
46060,03006_AM,hombre,0.5
46113,03123_AM,hombre,0.25
4608301,46126,hombre,0.5
0313302,4623503,hombre,0.63575
12080_AM,4622007,mujer,1.2395
03097_AM,46060,mujer,0.5
4607001,46155_AM,hombre,0.25
46039,0304102,hombre,0.5
46102,0313302,hombre,0.55675
0301904,0307101,hombre,0.75
12085,46055_AM,hombre,0.5
46214_AM,0301405,hombre,1.63075
0313903,4600503,mujer,0.25
46074,46170,mujer,0.25
46035,0310203,mujer,0.5
46145,46260,mujer,0.25
46045_AM,0301405,hombre,0.5
1204005,46001_AM,mujer,0.5
4617102,4618401,mujer,0.5
0306301,0309907,hombre,0.5
4613106,46202,hombre,1.0
0302102,0305003,hombre,0.5
03112_AM,4625008,mujer,1.0
0312201,4601701,hombre,0.6645
0304101,46211,mujer,0.25
