origin,destination,sexo,flow
46081,46132,mujer,63.688
03076,0309904,hombre,43.792
0303104,0301803,hombre,299.962
03094,03107,hombre,2407.549
12028,4625004,hombre,5.271
4625005,46058_AM,hombre,2.791
0306505,03902,mujer,10.936
4625005,46199,hombre,42.275999999999996
4622007,4617102,hombre,25.716
12085,12085,hombre,8562.108999999999
1212602,1212603,hombre,2398.182
03034_AM,03076,mujer,394.348
46190,46025,mujer,75.8
46116,4625013,hombre,32.005
4622006,46120_AM,hombre,410.614
03055,03064,mujer,998.993
4625010,4625003,hombre,2884.374
12136,4625005,hombre,9.304
0306601,0306507,hombre,76.655
03093,0306504,hombre,137.83999999999997
0301802,03048,mujer,208.44299999999998
1203204,12136,mujer,54.0
0307101,0306304,mujer,102.928
46098,4601704,mujer,64.512
03095,0306301,mujer,805.5240000000001
4622003_AD,46163,mujer,20.933
4615901,46067_AM,mujer,2.0
0309002,0309907,mujer,4.0
4601701,4608302,mujer,166.041
0301404,03107,mujer,22.349
46164,46903,mujer,13.0
03048,0301408,mujer,12.096
46128_AM,46118_AM,mujer,119.094
4600502,46007_AM,mujer,55.415
0309002,0306505,mujer,44.22599999999999
46032,46126,mujer,260.785
03083,0309002,mujer,367.682
1212601,12901,mujer,55.431
03083,0312202,mujer,34.0
0301405,03005_AM,mujer,19.598
4613103,4613101,mujer,603.785
0312203,0310403,hombre,38.0
46060,46021,hombre,16.0
03002_AM,03043,hombre,24.0
1212601,1203201,hombre,48.0
46178,4625006,hombre,29.311
03023_AM,0306602_AD,hombre,32.0
4618402,0300906,hombre,19.054000000000002
0301407,0300904,hombre,20.0
0300906,03092_AM,hombre,178.09199999999998
1212601,12021,hombre,105.0
1204008,1200502,hombre,278.01399999999995
03005_AM,0309903,hombre,92.0
46178,46126,hombre,94.82300000000001
0309906,0306503,hombre,16.591
4618401,0302101,hombre,9.0
46094,46193,hombre,759.7099999999999
46228,46136,mujer,57.245
46190,4625004,mujer,2670.6899999999996
03093,0301902,mujer,696.3160000000003
0306602_AD,03089,hombre,1413.2720000000002
0306504,03024,hombre,11.424
4613102,4613105,hombre,2029.2199999999998
0309904,03111,mujer,1051.5339999999999
0301408,0306507,mujer,5298.780000000001
03105,03089,mujer,418.75899999999996
0304702,46181,hombre,35.917
12011_AM,46205,mujer,37.234
4600502,4625002,hombre,16.988
