WKT,id,noms_mun,comarca,provincia,cod_ine_mun,dana,riesgoperi,dogv,cauce,tram_pam,tram_pamin,observacio,ptm_pamin
"POLYGON ((719636.548682501 4370104.349,719635.443246824 4370103.92383243,719634.082710608 4370103.54118162,719630.426269527 4370102.52077946,719626.217110609 4370101.11772649,719607.315721096 4370093.87072865,719591.059688584 4370086.16604657,719573.013397295 4370077.54989165,719555.18005418 4370068.88723476,719537.994840352 4370061.44959244,719532.170044677 4370058.13328542,719523.071458733 4370053.03127461,719515.24837549 4370048.94966596,719490.694948467 4370036.27967245,719488.56911063 4370035.00416974,719485.077976623 4370034.00951171,719474.240963605 4370030.17851785,719460.678118201 4370025.58670812,719447.434148474 4370020.35714704,719428.75865565 4370013.58363752,719420.79740037 4370010.64206813,719406.356340011 4370005.53446726,719383.157626946 4369997.406451,719356.693067075 4369988.32117033,719313.942488519 4369972.30273413,719308.213028495 4369969.95353192,719305.236855522 4369968.33789516,719305.126554219 4369966.86288991,719289.675722552 4369962.34303246,719274.369690122 4369955.62538489,719261.359562556 4369949.92813949,719247.158965802 4369944.0183103,719246.52121445 4369943.33804219,719221.223744184 4369933.64422165,719199.532898588 4369924.77659324,719178.789523766 4369916.52157673,719170.992961286 4369913.04859782,719162.648069569 4369909.54531781,719140.10308499 4369900.66902969,719121.435326043 4369893.32788674,719102.691677127 4369886.28599126,719066.478965811 4369872.2983244,719048.268540503 4369865.10517112,719036.33317561 4369859.53501154,719017.89175217 4369851.20980118,718979.582569798 4369833.72552503,718958.493472063 4369824.12995028,718956.357751126 4369822.44719692,718954.377949629 4369820.85789518,718939.593717596 4369815.20818244,718933.374671794 4369812.37580221,718924.871320444 4369808.91068654,718917.579696662 4369805.76444654,718911.336161083 4369803.3336587,718910.490634013 4369802.93145358,718908.857082096 4369802.55750796,718904.319397049 4369802.22240647,718899.862705883 4369799.82180053,718897.93393374 4369798.64091963,718887.162633128 4369793.35699813,718866.207591217 4369784.46698035,718846.776552354 4369775.44996231,718836.362531527 4369771.13195368,718832.316 4369764.415,718539.01263805 4369646.00958293,718179.91544218 4369571.54886869,716165.038641185 4369131.81865815,715212.910392888 4369082.15322586,714636.773018986 4368929.06605241,714469.800497748 4369075.72444183,714670.373843506 4369157.18979108,714899.369599862 4369233.19349601,715247.363036315 4369323.199154,715365.360838159 4369354.20091887,715622.357171361 4369483.20408599,715733.355845193 4369554.20509599,715836.354380849 4369599.20634396,716123.351148142 4369760.20895489,716554.345663416 4369939.21308792,716927.341282894 4370084.21640894,717085.339894583 4370165.21726279,717137.339727963 4370204.21723447,717233.339801576 4370287.21697506,717364.339330027 4370374.2171229,717422.338768973 4370399.21737261,717635.336851722 4370480.21855474,717854.334344494 4370539.22022405,717936.333838905 4370575.22049525,718034.332903287 4370607.22103063,718269.329228567 4370624.22379939,718249.331644487 4370701.22149172,718248.331781702 4370705.22142555,718244.334161722 4370795.21912361,718256.336684547 4370896.21669226,718303.335590102 4370886.21748516,718424.33553255 4370862.21670022,718816.33964309 4370878.20935886,718946.34108965 4370884.20685129,719155.342155109 4370844.20408905,719512.197 4370939.226,719525.083 4370943.879,719532.016 4370947.841,719539.283 4370952.564,719550.629 4370959.114,719558.815 4370964.677,719565.048 4370969.396,719571.632 4370973.882,719577.509 4370977.435,719581.025 4370979.306,719596.509 4370989.177,719618.773 4371001.072,719637.099 4370952.058,719653.745 4370900.09,719656.68 4370872.592,719657.767 4370862.028,719660.214 4370825.947,719661.709 4370826.102,719664.894 4370789.982,719665.632 4370777.359,719666.292 4370770.601,719667.671 4370762.445,719669.069 4370754.133,719670.506 4370741.239,719671.021 4370736.304,719671.953 4370729.953,719672.681 4370725.392,719674.646 4370714.695,719677.239 4370692.106,719680.628 4370670.301,719686.003 4370641.908,719686.547 4370637.402,719687.673 4370624.702,719689.227 4370618.507,719690.159 4370615.303,719693.305 4370604.059,719694.6 4370599.511,719695.829 4370596.679,719703.52 4370574.23,719711.054 4370550.849,719711.974 4370547.79,719712.224 4370546.519,719712.399 4370545.368,719711.302 4370544.829,719704.85 4370542.432,719698.758 4370539.972,719686.212 4370533.017,719673.57 4370526.084,719660.899 4370519.123,719648.256 4370512.335,719635.687 4370505.228,719624.341 4370500.159,719613.078 4370495.139,719604.417 4370490.751,719594.178 4370484.473,719584.521 4370478.516,719574.851 4370472.756,719566.869 4370467.535,719560.912 4370463.74,719558.582 4370462.08,719557.402 4370461.046,719556.237 4370459.932,719555.101 4370459.058,719553.877 4370458.33,719551.431 4370457.143,719548.809 4370456.007,719542.197 4370453.319,719536.079 4370450.698,719532.933 4370449.125,719528.972 4370446.481,719525.564 4370444.471,719521.923 4370442.957,719520.146 4370442.141,719515.033 4370440.182,719508.392 4370437.619,719504.343 4370436.046,719491.498 4370430.077,719487.492 4370427.86,719485.569 4370425.53,719485.336 4370423.375,719486.035 4370420.928,719488.264 4370417.134,719492.225 4370412.007,719495.167 4370407.783,719497.935 4370402.86,719501.43 4370394.442,719502.388 4370391.39,719504.445 4370386.905,719505.785 4370382.011,719508.115 4370371.699,719510.941 4370359.705,719514.48 4370349.99,719517.276 4370345.272,719521.311 4370340.946,719527.821 4370333.853,719534.288 4370324.59,719537.652 4370319.346,719540.74 4370314.831,719550.022 4370299.892,719553.499 4370294.332,719557.868 4370288.105,719563.432 4370281.231,719568.85 4370274.356,719573.773 4370267.802,719578.87 4370260.411,719589.153 4370246.8,719594.688 4370238.411,719598.154 4370233.4,719602.523 4370226.759,719604.592 4370223.584,719607.169 4370219.899,719613.17 4370213.796,719616.826 4370210.119,719618.37 4370208.225,719620.059 4370205.276,719621.079 4370202.217,719622.819 4370196.297,719624.21 4370191.592,719625.463 4370187.908,719628.215 4370179.708,719629.779 4370172.159,719629.759 4370170.998,719629.759 4370170.168,719629.555 4370169.352,719629.148 4370168.507,719627.895 4370165.711,719626.642 4370162.449,719626.424 4370161.589,719626.395 4370161.036,719626.295 4370159.859,719626.584 4370157.963,719627.808 4370152.661,719629.264 4370146.806,719630.109 4370142.961,719630.488 4370140.019,719630.837 4370138.257,719633.459 4370130.931,719636.809 4370125.105,719638.789 4370118.376,719638.819 4370114.21,719638.702 4370113.395,719637.743 4370109.484,719636.548682501 4370104.349))","378",Alaquàs,l'Horta Sud,València/Valencia,"46005","1",Alto,"1",Poio-Saleta,23/02/2023,25/03/2002,,"1"
"POLYGON ((727671.155930127 4360488.57822427,727770.974134733 4360607.08927249,727689.659046802 4360693.97340474,727623.376977775 4360764.79490157,727505.162578283 4360891.10547533,727392.941442423 4361012.06592373,727277.609540596 4361134.22377209,727161.445159159 4361258.34394547,726987.332430333 4361446.01592702,726837.732421912 4361608.68386776,726705.924607989 4361748.29293449,726513.210652978 4361925.79042334,726396.348597564 4362032.35869185,726345.397330906 4362171.14565646,726305.568560409 4362226.26067205,726290.723108555 4362286.45721734,726147.47642248 4362408.69320392,726039.033987115 4362464.58811086,725927.364453414 4362518.49466233,725818.846093657 4362569.71722483,725699.896709648 4362624.59935644,725670.676533589 4362630.45341049,725533.620177207 4362693.53500677,725356.18579528 4362749.29391451,725212.017035728 4362797.4537064,725066.689607424 4362845.29675007,724926.729367321 4362893.41226243,724854.210476018 4362914.12923693,724807.57673049 4362972.66782592,724777.24395503 4362985.12499328,724692.465007044 4363009.56246924,724704.296598778 4363077.54056523,724719.730394842 4363156.03760096,724693.92727829 4363163.98730588,724645.454270069 4363172.06243649,724646.835624923 4363235.51454546,724612.978846555 4363252.76895758,724541.210688607 4363274.52088026,724543.231159525 4363302.00288494,724542.799008796 4363352.00105465,724533.588971889 4363368.61949538,724516.049017922 4363444.62184344,724477.256896468 4363479.25086591,724438.450592187 4363551.48710533,724438.168061306 4363617.48652314,724344.183287373 4363651.40012071,724214.078039197 4363694.31426249,724142.536660925 4363734.38714331,724022.259608687 4363778.17556021,723926.340849514 4363820.89075107,723868.364243394 4363842.86161658,723805.394536695 4363877.77304372,723731.805316911 4363926.02899635,723625.747952244 4364032.10363581,723536.115140555 4364144.80659479,723447.90357404 4364267.36158637,723347.991347731 4364404.90264854,723276.573121778 4364505.04470058,723264.040055045 4364546.70015337,723188.23936355 4364556.34843294,723031.99473329 4364588.56464732,722959.997500667 4364589.19885183,722850.780407932 4364537.11598571,722788.216501255 4364529.71632995,722740.437041615 4364525.1196385,722638.656020069 4364531.7991583,722496.657384284 4364532.43042294,722292.436053437 4364514.58022655,722113.821047606 4364526.01431691,721922.560943024 4364544.61959515,721840.560940164 4364544.62632238,721779.500653012 4364560.13902612,721657.519020991 4364558.01985622,721504.317172244 4364541.31976511,721379.755393195 4364516.55350788,721371.066770344 4364485.75566387,721344.590585091 4364451.8733872,721262.397322374 4364440.32877286,721148.158001851 4364420.19498231,721131.284514175 4364418.12454182,721106.571960502 4364456.92260213,721057.494565228 4364539.42967991,720925.470840524 4364611.40889697,720856.730388622 4364647.20004796,720832.749647305 4364590.02562295,720796.088521234 4364600.02381488,720757.75304572 4364635.15762862,720696.883392651 4364714.49802105,720630.987375556 4364684.55340416,720548.019597642 4364646.61344986,720481.63515577 4364624.40761365,720286.184908477 4364577.50114562,720091.891060722 4364515.32482472,719975.958175541 4364478.00927309,719871.839457783 4364438.58509863,719790.01203952 4364412.43031366,719723.039647869 4364384.18979824,719640.370120933 4364365.20341476,719560.789780584 4364344.74845794,719585.773635644 4364253.79429463,719698.48170115 4364070.59836191,719829.287146327 4363868.4194663,719987.850298056 4363586.86661304,720064.692563065 4363437.10025361,720659.816421949 4362653.98259836,721005.743255464 4362539.96519075,721206.360201953 4362722.4107128,721483.768480539 4362934.27269957,721684.593739276 4363091.13032633,721758.741704512 4363222.03354736,721769.825806022 4363247.79205683,721872.296388416 4363239.73889238,722075.518465495 4363221.98749264,722191.218808914 4363213.65571305,722380.679997241 4363191.77824046,722448.628549192 4363170.82706654,722564.927488652 4363140.35275025,722640.88604596 4363122.9221564,722785.979980963 4363082.37999407,722890.189987414 4363062.95992749,722946.565035506 4363052.46001275,723002.940020825 4363041.95993796,723021.326044746 4363117.28820851,723087.222937779 4363096.82846105,723112.613153072 4363089.7406454,723214.017832215 4363044.59551886,723217.552755525 4363027.96709933,723388.325961545 4362985.39329454,723435.65666793 4362972.71238415,723519.584382901 4362946.25244679,723551.672771536 4362938.5495766,723532.161969299 4362851.38412557,723617.621961606 4362834.75836926,723705.174857841 4362819.72874067,723733.880052985 4362916.07444185,723817.634653714 4362896.55104074,723940.125318428 4362859.4021446,724004.934565293 4362838.81673562,724044.581196228 4362833.51168057,724070.565771315 4362823.08098693,724178.664909262 4362809.09608123,724285.13386898 4362785.74297126,724404.910773154 4362749.98699795,724590.198001896 4362686.0419979,724696.799314786 4362657.42645754,724847.42264518 4362620.85305463,725012.266068163 4362579.3001954,725266.680242905 4362525.69563599,725439.803723275 4362500.13694444,725578.704994124 4362475.8996786,725774.047336373 4362443.56768954,725803.331043806 4362437.5130664,725932.034669406 4362327.98519642,726085.297163895 4362196.4001054,726256.125034954 4362048.4344543,726326.16260627 4361981.17771086,726329.073306834 4361958.93861967,726367.32032438 4361912.70909449,726497.387931469 4361768.77013356,726634.160070286 4361617.4116505,726829.859568848 4361403.36654798,726861.224695214 4361367.72104618,726873.007290894 4361367.72112025,726989.639711295 4361235.2716593,727144.586688379 4361065.2968681,727234.186487545 4360967.00716032,727323.786279902 4360868.71744672,727477.680300784 4360703.01253382,727671.155930127 4360488.57822427))","10",Albal,l'Horta Sud,València/Valencia,"46007","1",Alto,"1",Poio-Saleta,20/11/2023,20/11/2023,,"1"
"POLYGON ((724234.00000187 4342075.99999796,724239.217 4342080.163,724249.783 4342089.723,724261.276 4342101.796,724295.229 4342131.233,724320.839 4342151.701,724348.964 4342171.258,724426.284 4342218.107,724512.771 4342272.46,724554.246 4342296.299,724592.339 4342315.326,724631.98 4342333.475,724675.488 4342348.217,724724.272 4342363.249,724751.024 4342372.212,724777.362 4342381.923,724834.199 4342404.929,724875.485 4342425.712,724899.169 4342440.855,724950.388 4342470.956,724985.163 4342488.812,725022.369 4342504.903,725063.511 4342518.584,725075.798 4342521.576,725087.959 4342523.524,725099.805 4342523.048,725111.226 4342521.016,725119.747 4342518.139,725128.304 4342514.058,725136.192 4342508.561,725143.354 4342502.39,725154.947 4342488.565,725165.763 4342471.303,725174.701 4342450.553,725182.178 4342429.172,725216.766 4342291.163,725227.276 4342254.286,725239.672 4342215.222,725261.576 4342155.1,725301.897 4342067.235,725311.987 4342048.75,725324.356 4342029.709,725343.384 4342008.12,725357.765 4341995.357,725370.98 4341985.608,725385.316 4341978.281,725401.151 4341972.086,725436.01 4341962.352,725479.131 4341952.287,725529.38 4341945.009,725574.045 4341946.064,725631.25 4341954.694,725676.733 4341963.817,725712.751 4341974.15,725777.676 4341998.941,725847.508 4342032.65,725897.97 4342064.632,725930.847 4342090.232,725951.669 4342113.126,725966.379 4342133.372,725984.206 4342160.857,726002.677 4342191.737,726020.258 4342225.432,726032.809 4342253.164,726044.6 4342287.907,726097.591 4342465.104,726108.083 4342493.439,726114.519 4342510.818,726129.984 4342547.185,726144.995 4342588.083,726154.796 4342611.565,726161.864 4342622.657,726176.404 4342641.491,726187.886 4342653.121,726195.974 4342657.828,726204.393 4342660.859,726214.36 4342661.655,726220.449 4342661.532,726231.534 4342660.325,726238.701 4342659.154,726254.83 4342654.462,726345.27 4342625.057,726467.967 4342580.996,726581.619 4342525.638,726633.28 4342500.895,726687.747 4342476.564,726733.04 4342459.625,726857.306 4342422.542,726982.951 4342382.162,727072.632 4342348.12,727181.022 4342312.371,727300.434 4342275.491,727477.673 4342209.045,727611.979 4342154.166,727679.572 4342129.831,727752.491 4342108.532,727777.595 4342102.435,727799.406 4342099.092,727827.54 4342098.336,727860.876 4342101.042,727882.706 4342104.29,727901.432 4342107.973,727923.482 4342113.69,727945.032 4342121.072,727968.48 4342131.15,727985.758 4342139.638,728003.235 4342150.224,728017.164 4342160.52,728030.579 4342172.465,728043.967 4342186.537,728082.541 4342234.255,728114.449 4342266.111,728145.961 4342295.305,728169.237 4342314.152,728197.302 4342334.576,728268.523 4342380.886,728355.26 4342434.4,728386.384 4342451.859,728384.926285347 4342457.48294936,728297.361 4342795.315,728200.974 4343275.846,728152.334 4343558.341,727926.804 4343646.161,727804.365 4343714.721,727949.909 4344473.13,728013.416 4344817.327,728163.701 4345633.98,728259.673 4346168.629,728361.941 4346727.897,728372.25 4346756.203,728439.387 4346774.075,728576.134 4346579.487,728757.557 4346939.739,728723.781 4347017.145,728602.794 4347445.728,728418.951 4347414.672,728081.676 4347352.492,728016.876 4347509.452,727439.925 4347642.03,727242.205 4347530.717,727239.948 4347531.12,727237.61 4347524.671,727235.997 4347520.64,727234.587 4347517.657,727233.599 4347515.742,727233.357 4347515.43,727233.014 4347515.158,727226.887 4347512.013,727224.813 4347510.892,727185.351 4347491.202,727178.808 4347488.375,727173.029 4347486.322,727165.077 4347483.623,727160.971 4347481.686,727157.545 4347479.993,727154.825 4347478.362,727148.261 4347473.397,727140.908 4347467.085,727136.751 4347463.164,727129.835 4347455.839,727126.669 4347452.338,727118.929 4347442.505,727110.798 4347433.021,727108.822 4347430.119,727107.248 4347427.704,727105.42 4347424.259,727101.323 4347417.816,727095.294 4347409.228,727092.744 4347405.903,727090.079 4347402.91,727086.669 4347399.564,727080.879 4347394.69,727078.774 4347392.611,727077.146 4347390.716,727075.547 4347388.69,727073.576 4347385.427,727070.603 4347380.332,727067.35 4347374.806,727065.325 4347371.575,727062.439 4347367.352,727060.586 4347364.832,727058.753 4347362.695,727055.873 4347359.752,727051.786 4347355.719,727046.831 4347350.937,727043.279 4347347.202,727039.127 4347342.849,727036.189 4347339.605,727032.436 4347334.585,727029.776 4347330.877,727026.43 4347325.879,727022.943 4347320.88,727020.182 4347316.466,727016.736 4347311.145,727013.289 4347306.564,727008.246 4347300.768,727002.993 4347295.568,726997.202 4347290.921,726985.012 4347281.256,726982.352 4347278.837,726980.578 4347276.983,726978.603 4347274.605,726976.849 4347271.36,726975.67 4347269.085,726970.758 4347258.819,726965.611 4347250.0,726960.97 4347242.659,726958.123 4347238.445,726955.807 4347235.499,726950.378 4347230.028,726944.174 4347224.89,726941.562 4347222.719,726939.128 4347220.608,726937.038 4347218.497,726935.444 4347216.364,726933.586 4347213.31,726932.099 4347210.639,726930.07 4347205.555,726928.216 4347200.839,726924.064 4347191.326,726922.114 4347187.103,726919.26 4347182.116,726917.161 4347178.875,726915.059 4347176.006,726913.187 4347173.717,726910.74 4347171.396,726906.226 4347168.169,726879.804 4347151.984,726856.828 4347138.359,726843.114 4347130.95,726839.52 4347128.983,726837.352 4347127.996,726835.006 4347127.042,726818.776 4347120.784,726810.392 4347117.479,726800.01 4347113.088,726791.365 4347109.578,726786.367 4347107.643,726779.756 4347104.902,726773.791 4347102.403,726767.905 4347099.984,726752.83 4347093.696,726730.982 4347083.256,726707.214 4347071.828,726650.088 4347046.112,726631.337 4347038.472,726611.585 4347030.33,726593.607 4347022.832,726583.248 4347018.559,726577.138 4347015.903,726571.679 4347013.48,726566.197 4347011.546,726559.425 4347009.046,726549.186 4347006.064,726540.422 4347004.689,726536.775 4347003.894,726534.25 4347002.971,726531.655 4347001.705,726529.093 4347000.182,726525.796 4346997.855,726519.624 4346993.633,726510.706 4346989.044,726503.877 4346986.448,726497.659 4346984.939,726492.511 4346983.772,726489.166 4346983.047,726485.86 4346981.958,726483.567 4346980.614,726481.257 4346978.916,726479.664 4346976.986,726477.997 4346974.454,726476.521 4346971.142,726475.4 4346968.2,726402.670053931 4346808.52797804,726404.421059372 4346807.713986,726393.663325088 4346784.56071009,726383.27271512 4346761.86501865,726373.021225829 4346739.06450742,726362.657261441 4346716.29741606,726342.070573576 4346670.74471995,726331.834162174 4346647.93661084,726321.583012259 4346625.10420852,726311.091802537 4346602.41206751,726300.506022757 4346579.76442051,726289.920262434 4346557.11679375,726279.338201596 4346534.46740522,726268.695599026 4346511.76140328,726257.859488827 4346489.3272139,726247.464832755 4346466.58666201,726236.981190912 4346443.89165515,726226.576391224 4346421.15973521,726216.14763089 4346398.42658513,726205.681228 4346375.72313682,726195.127015611 4346353.06038027,726184.592268778 4346330.38843074,726174.090096415 4346307.70211305,726163.588669775 4346285.01461433,726153.052319498 4346262.34345445,726142.520545082 4346239.67011359,726131.988704031 4346216.9967903,726121.489370759 4346194.3084301,726110.989970985 4346171.62008737,726100.500117415 4346148.93992784,726090.148989636 4346126.18370477,726069.322958587 4346080.72616846,726058.919720442 4346057.99349041,726048.579353267 4346035.23254452,726038.238133702 4346012.47192617,726027.743529159 4345989.79076392,726017.198119993 4345967.12237118,726006.843928594 4345944.36732279,725986.029022936 4345898.91896854,725975.78607331 4345876.11364815,725965.422297707 4345853.3642863,725954.834056765 4345830.55001822,725951.562986599 4345832.09591917,725659.217005534 4345293.0579931,725396.063016309 4345001.73802385,725195.960031812 4344423.43400031,725063.218043917 4343854.33195064,724846.862058169 4343924.43794046,724640.656032913 4343590.4699714,724419.508036905 4342976.18001706,724162.76102736 4342555.84093763,724234.00000187 4342075.99999796))","459",Albalat de la Ribera,la Ribera Baixa,València/Valencia,"46008","1",Medio,"1",Xúquer,20/02/2015,30/03/2019,,"1"
"POLYGON ((713006.0 4329187.00001646,712934.900045255 4329254.89996259,712644.599995381 4329508.99993856,712602.99998268 4330383.39998373,712137.700049593 4330427.09995473,712089.60001043 4330689.49995503,711554.500001728 4330926.10001765,710631.700030214 4331124.10000879,709964.599998944 4331419.89998875,709583.80005263 4331912.89999223,709020.300027471 4332185.80003659,708778.023435257 4332819.55756915,708870.023575953 4333009.55397667,709571.019856887 4333581.54332465,710050.02187414 4334034.52995958,710129.022809527 4334107.52711698,710404.026122465 4334360.51712592,710943.030969034 4334557.50276699,711637.033891571 4334443.49224089,712006.039715839 4334728.47805123,712049.040249954 4334752.47662628,712311.743 4334997.001,712359.046868379 4335071.46205435,712368.047243995 4335093.46120367,712390.047808953 4335119.46004506,712421.048265311 4335134.45899907,712506.049326859 4335163.45652349,712548.050125695 4335192.45477312,712563.0506216 4335214.45391608,712602.050827519 4335211.45312135,712640.051305949 4335219.45217904,712673.051578109 4335220.45137314,712790.051673358 4335170.45039152,712856.051898276 4335149.44962527,712955.051941622 4335108.44868645,713083.051894085 4335046.44786294,713233.050662709 4334911.44878857,713212.051907595 4334993.4468694,713247.051989681 4334983.44641909,713266.052168067 4334984.44605458,713289.052583302 4334997.44512203,713318.053395398 4335032.44358643,713362.054390077 4335073.44142833,713380.055038263 4335101.44020882,713382.055734523 4335137.43909467,713374.05642278 4335183.43789912,713450.057013694 4335181.43635936,713524.057372147 4335168.43519153,713523.05697261 4335150.43576072,713502.056418075 4335127.43692004,713509.056189881 4335111.43725579,713523.056181738 4335103.43718693,713555.056252784 4335096.43680557,713576.054987006 4335018.43873665,713604.053050458 4334901.44177037,713604.052460399 4334869.44272892,713595.051927037 4334842.44380825,713605.051534777 4334818.44427827,713670.051200744 4334779.44422489,713712.051424191 4334776.44354056,713736.051811812 4334787.44267952,713836.052288402 4334780.44099642,713948.053153082 4334787.43864665,714008.053842118 4334802.43698683,714148.056181128 4334874.43187478,714226.057168679 4334897.42956765,714236.057262989 4334899.42938809,714271.057665397 4334907.42845467,714343.058399132 4334920.42654197,714365.05890067 4334937.4255534,714382.059599013 4334963.42431649,714408.060327346 4334989.42297223,714461.061478259 4335028.42057264,714512.062681459 4335066.41835365,714576.062614408 4335113.41723953,714654.061914451 4335164.41668333,714743.061879165 4335263.41491357,714808.061418653 4335317.41424419,714911.061225294 4335429.41235958,714927.061613124 4335465.41150234,714931.062046843 4335496.41059982,714925.0629688 4335537.40921273,714959.064308195 4335648.40626506,714965.065188801 4335700.40482357,714975.065508867 4335729.40403133,714976.065920218 4335753.40337351,714987.06598923 4335772.40294562,715011.445 4335787.548,715020.721 4335764.674,715294.874 4335823.208,715418.0518451 4335563.41656969,715816.024455472 4334477.4533798,715798.02414731 4334439.45431641,715790.02334186 4334379.45583832,715787.019615692 4334156.46212051,715969.016329129 4334168.46382525,716070.014500718 4334175.4647243,716220.00906623 4334009.47075889,716366.004459071 4333882.47567948,716406.003269391 4333852.47682884,716442.000211363 4333690.48136376,716468.999465169 4333671.4820885,716505.998697439 4333659.48267963,716484.998463765 4333620.48356735,716364.997874414 4333442.4871219,716346.997615502 4333405.48790376,716337.997217586 4333368.48888717,716345.996158482 4333310.49043384,716384.994159353 4333217.49311158,716389.993327803 4333171.4944102,716401.99241442 4333124.4956834,716425.991602915 4333093.49666609,716474.990454377 4333069.49767802,716694.98648324 4333032.50002798,716754.985253558 4333007.50111317,716781.984550118 4332987.5017803,716800.98388857 4332958.50259321,716812.983039992 4332910.50382304,716801.982336464 4332846.5053648,716764.981797653 4332768.50712207,716731.981897905 4332746.50745335,716703.98222623 4332739.5074047,716662.982892239 4332740.50724284,716605.983816244 4332751.50664232,716549.984941801 4332770.50579404,716470.986622147 4332807.50436519,716372.98901411 4332868.50218686,716156.994680351 4333018.49679574,716125.995443843 4333035.49612893,716097.995972818 4333044.49573634,716068.996437165 4333044.49557885,716034.996795728 4333031.49564489,715989.996901755 4332997.49630152,715926.996507179 4332914.49823663,715910.996328213 4332889.49876755,715903.99584124 4332852.49973711,715916.994800057 4332800.50131613,715979.992132155 4332696.50460634,716006.991467 4332678.50522335,716038.990897903 4332674.50549512,716161.989817662 4332720.50491329,716205.9892758 4332723.50511911,716247.988534229 4332714.50552456,716297.987535448 4332696.50629649,716333.986587792 4332669.50726817,716407.984530047 4332604.50928943,716459.983250934 4332568.51052059,716483.982504022 4332541.51133346,716515.980960612 4332466.51348625,716574.978916468 4332385.51575671,716589.978095346 4332337.5171061,716589.977433238 4332297.51808409,716573.97739942 4332278.5185383,716545.97772556 4332276.51843118,716495.978665374 4332296.51772348,716417.98035686 4332336.51640538,716386.980763043 4332339.51622717,716348.981142808 4332328.51633986,716311.981251769 4332306.51679583,716200.982096388 4332264.51743068,716167.982144085 4332242.51795766,716146.981806102 4332204.5189344,716116.980913375 4332123.52097213,716087.980875365 4332096.52163102,716047.981002032 4332074.52206112,715906.981735807 4332011.5234512,715864.981811643 4331987.5239783,715844.981694276 4331964.52464443,715824.981568636 4331942.52519071,715818.981628966 4331936.52522782,715796.98193709 4331903.5253896,715758.982381203 4331817.52597395,715732.982745961 4331782.52617983,715704.983048204 4331758.52629462,715648.983758716 4331731.52638698,715431.986270072 4331673.52634906,715306.987750184 4331649.52637169,715222.988693485 4331612.52649643,715170.989271967 4331569.52675551,715139.989640428 4331559.52674894,715039.990831565 4331544.52674887,714891.992470185 4331512.5267381,714853.992939321 4331492.52687646,714827.993217032 4331465.52704032,714766.993899149 4331317.5281936,714745.994074648 4331289.52838877,714710.994478747 4331256.52867124,714689.994719941 4331228.52882337,714675.994880927 4331198.52912594,714647.995171827 4331096.52997757,714633.995321651 4331074.53007896,714613.9953234 4331059.53045561,714528.995520063 4331017.53161502,714498.99560985 4330993.53215314,714381.995828977 4330836.53469686,714298.996064066 4330761.53611457,714210.996273752 4330704.53743074,714193.996310717 4330687.53771655,714174.996325147 4330644.53835071,714124.99635628 4330516.53982989,714113.996387906 4330500.54014557,714107.996375764 4330476.54032569,714109.99638937 4330383.54110916,714103.996338781 4330348.54147467,714091.996424199 4330318.54178215,714047.996499914 4330266.54263706,714020.996582544 4330248.54304797,713984.996683022 4330239.54344051,713941.996734924 4330236.54392172,713906.996844257 4330239.54420925,713874.996904113 4330252.54438704,713781.997200524 4330306.54480201,713731.997320655 4330328.5450969,713695.997421287 4330336.54527957,713649.997575046 4330337.54574521,713562.997787187 4330315.54669125,713486.997935525 4330274.54774438,713411.998162664 4330215.54888648,713397.998193774 4330192.54921003,713396.99819808 4330169.54938185,713439.997980081 4330060.54979306,713443.998008772 4330026.55002753,713438.998005942 4329982.55038932,713412.998026412 4329893.55129346,713372.998064296 4329797.55238983,713349.998151663 4329786.55271816,713291.998298498 4329789.55322271,713268.99839917 4329783.55343585,713182.998576977 4329590.55558767,713164.998617007 4329559.55597034,713124.998630713 4329530.5565853,713123.998706406 4329509.55668844,713136.998635954 4329485.55675398,713207.998440833 4329445.55648203,713225.998361777 4329411.55661648,713233.998325778 4329380.55682247,713230.998281962 4329342.55710001,713209.998363469 4329303.55761269,713171.998419028 4329273.55814757,713073.998744772 4329222.55931544,713043.998825439 4329215.55958891,713023.998807842 4329205.5597634,713006.0 4329187.00001646))","522",Alberic,la Ribera Alta,València/Valencia,"46011","2",Medio,"1",Xúquer,,,"Ampliación de la lista de municipios afectados por la RESOLUCIÓN de 19 de noviembre de 2024, de la Conselleria de Justicia e Interior","0"
